Item,,ItemDescription,Lot,Location,Lot Cost,Lot Quantity,Lot Unit Cost,Item Lot Revision,Non-Nettable Stock,,Qty WIP,Qty On Customer Orders,,Qty On Purchase Orders,Total On Hand,PO On Order 3PL,CO On Order 3PL,,Last Sales Date,Drawing Revision,Manufacturer,Name,Product Category,Warehouse,,Warehouse Name,NSN,,Expiration Date,Currency,Date Code,Price,Site,Shelf Life,Haz,,,Date Lot,,,,
10-497630-125,,CONTACT PIN - ELECTRICAL CONNECTOR SIZE,US2409170000016,G08E04,,60,,,,,,,,,60,,,,,,M00335,Amphenol Corp,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,6.52,USS site,,,,,45552,,,,
104M06QC22,,(/C4) CAP 0.10UF 22OHMS 600V S,US2602190000053,QC INSPECT,,734,,,,,,,,2,734,,,,,,M01329,Cornell Dubilier,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46072,,,,
10-505313-072,,Brush Connector,LI2208150000029,G04B03,,64,,,,,,,,,64,,,,,,M00335,Amphenol Corp,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2007,,USS site,,,,,44788,,,,
10-505404-088,,Rectangular Mil Spec Connectors,LI2207290000034,G07A02,,3,,,,,,,,,3,,,,,,M00335,Amphenol Corp,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2115,,USS site,,,,,44771,,,,
1053002100,,1053002100,US2502140000023,G03A03,,150,,,,,,,,,150,,,,,,M03837,Molex LLC,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,0.0959,USS site,,,,,45702,,,,
1053071203,,1053071203,US2502140000024,G03A03,,50,,,,,,,,,50,,,,,,M03837,Molex LLC,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,0.2822,USS site,,,,,45702,,,,
10-565997-562A,,"CONNECTOR-CIRCULAR, WALL MOUNT RECEPTACL",US2010150000001,G05D02,,14,,,,,,,,,35,,,,,,M00335,Amphenol Corp,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,44119,,,,
10-565997-562A,,"CONNECTOR-CIRCULAR, WALL MOUNT RECEPTACL",US2006250000002,G05D02,,21,,ZY,,,,,,,35,,,,,,M00335,Amphenol Corp,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,2025,170.62,USS site,,,,,44007,,,,
105RD706,,Alum Electrolytic,CL2209060000046,G04F01,,2109,,,,,,,,,2309,,,,,,M00804,Bmi Hose,,W103,,Astute Electronics GEA Excess/Consignment,,,,,"1808, 1906, 1916",,USS site,,,,,44810,,,,
105RD706,,Alum Electrolytic,US2206030000037,G08F01,,200,,,,,,,,,2309,,,,,,M00804,Bmi Hose,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2014,,USS site,,,,,44715,,,,
10-674085-130N,,Kit-Conn,PX2401110000010,F01C01,,2,,,,,,,,,2,,,,45314,,M00335,Amphenol Corp,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45302,,,,
10-674085-132A,,CONNECTOR  RECEPTACLE - J2,PX2312280000123,F01A02,,27,,,,,,,,,27,,,,45314,,M00335,Amphenol Corp,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45288,,,,
106K100CS4,,CAP NETWORK 10UF 100V 14DIP,LI2209120000013,G04D03,,377,,,,,,,,,377,,,,,,M01329,Cornell Dubilier,,W103,,Astute Electronics GEA Excess/Consignment,,,,,"1438, 1612, 1611, 1529, 1530, 1546, 1438",,USS site,,,,,44816,,,,
106K100CS4G,,Capacitor Arrays & Networks 10uF 100V Ca,LI2103040000009,G01A02,,100,,,,,,,,,1768,,,,,,M08319,CDE Global,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,44259,,,,
106K100CS4G,,Capacitor Arrays & Networks 10uF 100V Ca,LI2103040000010,G01A02,,528,,,,,,,,,1768,,,,,,M08319,CDE Global,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,44259,,,,
106K100CS4G,,Capacitor Arrays & Networks 10uF 100V Ca,LI2103040000008,G01A02,,560,,,,,,,,,1768,,,,,,M08319,CDE Global,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,44259,,,,
106K100CS4G,,Capacitor Arrays & Networks 10uF 100V Ca,LI2103040000006,G01A02,,38,,,,,,,,,1768,,,,,,M08319,CDE Global,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,44259,,,,
106K100CS4G,,Capacitor Arrays & Networks 10uF 100V Ca,LI2103040000005,G01A02,,19,,,,,,,,,1768,,,,,,M08319,CDE Global,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,44259,,,,
106K100CS4G,,Capacitor Arrays & Networks 10uF 100V Ca,LI2103040000007,G01A02,,523,,,,,,,,,1768,,,,,,M08319,CDE Global,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,44259,,,,
107-MS-030-C,,107-MS-030-C,CL2209060000048,G04D02,,5,,,,,,,,,5,,,,,,M05039,Sas,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44810,,,,
10-89-7060,,"HEADER,STR,DBL ROW,6 CKT,ROHS",US2407160000006,LAMBLK.11.9,,3000,,,,,,,,,3000,,,,,,M03837,Molex LLC,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2226,0.37,USS site,,,,,45489,,,,
10AX090H4F34E3SG,,IC FPGA 10AX090 FBGA1152 R,US2601180000026,HK-F02,21535,59,365,,,,3,180,,120,59,,,,46083,,M02897,Intel Corp,,W105,,Astute Electronics Inc,,,,USD,2419,365,USS site,,,,,46040,,,,
10CL040YF484C8G,,IC PROG CYCLONE 10LP FPGA484 R,US2506030000006,HK-E02,5449.2,239,22.8,,,,,240,,,239,,,,45856,,M02897,Intel Corp,,W105,,Astute Electronics Inc,,,,USD,2507,22.8,USS site,,,,,45811,,,,
10EOP,,(CE/) ADPTR FILTER TH SNGL PHA,US2602260000033,QC INSPECT,,205,,,,,,,,,205,,,,,,M05724,TE Connectivity,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46079,,,,
1103P0701,,PRESSURE SWITCH,US2512010000023,SLS02,26490,5,5298,,,,,5,,,5,,,,45471,,M08385,ITT Technologies Ltd,,MAIN,,Astute Electronics Inc.,,,,USD,,5298,USS site,,,,,45992,,,,
111CG04-01,,111CG04-01 Rev. B,US2210210000008,G07D04,,1000,,,,,,,,,1000,,,,,,M99999,Not Known Yet,,W106,,Astute Electronics TAX Excess/Consignment,,,,,,,USS site,,,,,44855,,,,
112CL04-01,,112CL04-01 Rev. B,US2210240000017,G05D04,,1000,,,,,,,,,12380,,,,,,M01838,Elfab,,W106,,Astute Electronics TAX Excess/Consignment,,,,,,,USS site,,,,,44858,,,,
112CL04-01,,112CL04-01 Rev. B,US2209060000037,G05D04,,11380,,,,,,,,,12380,,,,,,M01838,Elfab,,W106,,Astute Electronics TAX Excess/Consignment,,,,,,,USS site,,,,,44810,,,,
1-1337482-0,,"CON, RF, SMB, 500hm, M, 4Hz, THT",US0907180000013,BULK2,,74,,,,,,,,,74,,,,45495,,M05724,TE Connectivity Ltd,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43290,,,,
1-1554653-1,,CONN SOCKET LGA 2011POS GOLD,US0000000020421,G02D02,,30,,,,,,,,,30,,,,,,M05724,TE Connectivity Ltd,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43039,,,,
1-1761608-5,,CONN HEADER VERT 14POS 2.54MM,US2202140000015,G06A02,,28,,,,,,,,,28,,,,,,M05724,TE Connectivity Ltd,,W106,,Astute Electronics TAX Excess/Consignment,,,,,18325M,,USS site,,,,,44606,,,,
1-179960-2,,CON-6P-M-ST-10.16mm-HDR,US2510130000035,HK-I01,1712.0257,539,3.1763,,,,,539,,,539,,,,46073,,M05724,TE Connectivity Ltd,,W105,,Astute Electronics Inc,,,,USD,2344,3.1763,USS site,,,,,45943,,,,
11HM1,,Switch Snap Action N.O./N.C. SPDT Roller,US2509170000022,Q2,4800,20,240,,20,,,20,,15,,,,,45922,,M06708,Honeywell International,,MAIN,,Astute Electronics Inc.,,,,USD,,240,USS site,,,,,45917,,,,
12-050-154-00R,,12-050-154-00R Rev. A,US2207120000011,G07A03,,1398,,,,,,,,,1398,,,,44664,,M99999,Not Known Yet,,W106,,Astute Electronics TAX Excess/Consignment,,,,,,,USS site,,,,,44754,,,,
12061A330JAT2A,,CAP CER 33PF 100V C0G/NP0 1206,US2204250000047,G01B01,,6817,,,,,,,,,6817,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1901, 1907",,USS site,,,,,44676,,,,
12061A331JAT1A,,Ceramic Capacitors,PX2312280000124,F02E03,,3293,,,,,,,,,3293,,,,,,M11871,KYOCERA AVX,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45288,,,,
12061A331JATMA,,Ceramic Capacitors,PX2312280000125,F02E03,,1580,,,,,,,,,1580,,,,,,M11871,KYOCERA AVX,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45288,,,,
12061A472JAT2A,,CAP CER 4700PF 100V C0G/NP0 1206,US2205110000030,G06A01,,500,,,,,,,,,500,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2018,,USS site,,,,,44692,,,,
12062A681JAT2A,,Ceramic Capacitors,PX2312280000126,F02E02,,4950,,,,,,,,,4950,,,,,,M11871,KYOCERA AVX,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45288,,,,
12063C105JAT2A,,CAP CER 1UF 25V X7R 1206,US2205020000001,G06A01,,37300,,,,,,,,,37300,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"2014, 1932, 1952, 1946, 1929",,USS site,,,,,44683,,,,
12065C104KAT4A,,CAP CER 0.1UF 50V X7R 1206,US0000000026376,G02C02,,60000,,,,,,,,,60000,,,,,,M03243,Kyocera Connector Products Corp,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43039,,,,
12065C152KAT2A,,CAP CER 1500PF 50V X7R 1206,US2203210000001,G01B01,,8216,,,,,,,,,8216,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1838, 1932, 1702",,USS site,,,,,44641,,,,
12065C473KAT2A,,"CAP,1206,.047UF,10%,50V,X7R,ROHS",US2408190000049,LAM7.11.9,,4000,,,,,,,,,4000,,,,,,M11871,KYOCERA AVX,,W115,,Astute Electronics Inc. LAM STL,,,,GBP,2212,0.01092,USS site,,,,,45523,,,,
12065C681KAT2A,,CAP CER 680PF 50V X7R 1206,US2204250000049,G01B01,,3943,,,,,,,,,3943,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1916,,USS site,,,,,44676,,,,
1206GA330JAT1A,,CAP CER 33PF 2KV C0G/NP0 1206,US2204250000054,G07C03,,4040,,,,,,,,,4040,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1902, 1911",,USS site,,,,,44676,,,,
1206L050/15YR,,FUS PTC RST 15V 0.5A 1206 SMD,US2601120000022,HK-F01,1560,52000,0.03,,,,,52000,,,52000,,,,46083,,M03395,Littelfuse Inc,,W105,,Astute Electronics Inc,,,,USD,2533,0.03,USS site,,,,,46034,,,,
1206YC105KAT2A,,Cap 1uF 10% 16V Cer 1206,PX2312270000027,F01E03,,1697,,,,,,,,,1697,,,,,,M03243,Kyocera Connector Products Corp,Capacitors,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45287,,,,
1206YC105KAT2A,,Cap 1uF 10% 16V Cer 1206,US2205230000038,G07E04,,30,,,,,,,,,30,,,,,,M03243,Kyocera Connector Products Corp,Capacitors,W106,,Astute Electronics TAX Excess/Consignment,,,,,1727,,USS site,,,,,44704,,,,
1206ZG106ZAT2A,,CAP CER 10UF 10V Y5V 1206,US2203210000007,G01B03,,4000,,,,,,,,,4000,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1739,,USS site,,,,,44641,,,,
12079,,CAPACITORS  CHIP,US0000000023681,G02A02,,2,,,,,,,,,2,,,,,,,,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43039,,,,
12101C475KAT2A,,"CAPACITOR CERAMIC, X7R, 4.7",US2602030000011,LSQ,24.625,25,0.985,ZY,,,,22000,,,22000,,,,46062,,M00606,AVX Corporation,,MAIN,,Astute Electronics Inc.,,,,USD,,0.985,USS site,,,,,46056,,,,
12101C475KAT2A,,"CAPACITOR CERAMIC, X7R, 4.7",US2602030000007,LSQ,24.625,25,0.985,ZY,,,,22000,,,22000,,,,46062,,M00606,AVX Corporation,,MAIN,,Astute Electronics Inc.,,,,USD,,0.985,USS site,,,,,46056,,,,
12101C475KAT2A,,"CAPACITOR CERAMIC, X7R, 4.7",US2512180000035,QC INSPECT,4593.696,21950,0.20928,ZY,,,,22000,,,22000,,,,46062,,M00606,AVX Corporation,,MAIN,,Astute Electronics Inc.,,,,USD,,0.20928,USS site,,,,,46009,,,,
12105C475MAT2A,,CAP CER 4.7UF 50V X7R 1210,US2201190000023,G07D03,,1242,,,,,,,,,14242,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1914, 1840",,USS site,,,,,44580,,,,
12105C475MAT2A,,CAP CER 4.7UF 50V X7R 1210,US2205200000027,G07D03,,13000,,,,,,,,,14242,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2007,,USS site,,,,,44701,,,,
1210AC103KAZ1A,,CAP CER 10000PF 1KV X7R 1210,US2204290000021,G06B03,,18000,,,,,,,,,19775,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"2002, 1939",,USS site,,,,,44680,,,,
1210AC103KAZ1A,,CAP CER 10000PF 1KV X7R 1210,US2205020000002,G06B03,,1775,,,,,,,,,19775,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1911,,USS site,,,,,44683,,,,
1210AC222KAZ1A,,CAP CER SMD,US2203140000035,G04E03,,1938,,,,,,,,,3938,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1917,,USS site,,,,,44634,,,,
1210AC222KAZ1A,,CAP CER SMD,US2204080000048,G04E03,,2000,,,,,,,,,3938,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44659,,,,
1210B104K101YT,,"MLCC, 1210, X7R, 100KpF, 10%, 100V, Nick",LI2207140000026,G07E02,,9636,,,,,,,,,9636,,,,,,M11220,Knowles Capacitors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,"1043, 1501, 1509",,USS site,,,,,44756,,,,
1210CC333KAZ1A,,Multilayer Ceramic Capacitors MLCC - SMD,US2208240000008,G04E03,,460,,,,,,,,,460,,,,,,M00606,AVX Corporation,,W106,,Astute Electronics TAX Excess/Consignment,,,,,,,USS site,,,,,44797,,,,
1210GC222KAT1A,,"CAP,X7R,2200pF,10%,2000V,1210",US1601190000011,G03D02,,18000,,,,,,,,,18000,,,,,,M00606,AVX Corporation,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43481,,,,
121-14204-01-260,,"TERM,PCB,PWR,W-INSULATOR,6-32,10P ROHS",US2602110000006,QC INSPECT,25954.5,4719,5.5,,,,,,,,4719,,,,,,M11140,Winchester Interconnect,,W105,,Astute Electronics Inc,,,,USD,,5.5,USS site,,,,,46064,,,,
125190182,,Circuit Express Inc - 125190182,LI2207150000008,G06D02,,144,,,,,,,,,144,,,,,,M11227,Circuit Express Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44757,,,,
1287-ST,,"MALE .250"" QUICK FIT TERMINAL ST",US2201240000041,G05D02,,5000,,,,,,,,,5773,,,,,,M03135,Keystone,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44585,,,,
1287-ST,,"MALE .250"" QUICK FIT TERMINAL ST",US2201250000015,G05D02,,773,,,,,,,,,5773,,,,,,M03135,Keystone,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44586,,,,
12CWQ04FNTRPBF,,DIODERECT,GR2207210000028,G07B02,,1996,,,,,,,,,2003,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1631,,USS site,,,,,44763,,,,
12CWQ04FNTRPBF,,DIODERECT,LI2101220000012,G07B02,,7,,,,,,,,,2003,,,,,,M06762,Vishay Dale,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,44218,,,,
13-000121,,"CONN, DSUB,7W2_M,PCB STRT,4-40",US2408200000016,LAMSHELF.4.2,,197,,,,,,,,,197,,,,,,M11481,CONEC Elektronische Bauelemente GmbH,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,8.34,USS site,,,,,45524,,,,
132291,,Connector; RF; SMA Straight PCB Jack Thr,US2407090000020,LAMBLK.3.7,,50,,,,,,,,,50,,,,,,M07883,Amphenol RF,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2345,4.133,USS site,,,,,45482,,,,
1336G1,,45A HORIZ. (BOT) RA LP CONTACT,US2112150000033,A01E01,,260,,,,,,,,,6397,,,,45980,,M00360,Anderson Power,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1847,,USS site,,,,,44545,,,,
1336G1,,45A HORIZ. (BOT) RA LP CONTACT,US2204060000016,A01D01,,4137,,,,,,,,,6397,,,,45980,,M00360,Anderson Power,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1849,,USS site,,,,,44657,,,,
1336G1,,45A HORIZ. (BOT) RA LP CONTACT,US2204070000010,A01E01,,2000,,,,,,,,,6397,,,,45980,,M00360,Anderson Power,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1849, 1945",,USS site,,,,,44658,,,,
1399G2,,SPACER KEY-LONG-RED,US2204050000013,G06A03,,5038,,,,,,,,,5878,,,,,,M00360,Anderson Power,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1743,,USS site,,,,,44656,,,,
1399G2,,SPACER KEY-LONG-RED,US2204040000018,G06A03,,840,,,,,,,,,5878,,,,,,M00360,Anderson Power,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1819 1743,,USS site,,,,,44655,,,,
1399G9,,PP10/45 MOUNTING WING RED,US2202230000014,A01D01,,7115,,,,,,,,,7115,,,,,,M00360,Anderson Power,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1722,,USS site,,,,,44615,,,,
1-400111-1,,"Legend Material, Grey",LI2101210000010,G07D02,,375,,,,,,,,,375,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,44217,,,,
140-1028-02-01-00,,Terminal,US2501290000006,G08E04,,1600,,,,,,,,,1600,,,,46052,,M00970,Cambion,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,45686,,,,
14040HS625MOD,,14040HS625MOD,US2604180000021,G05F02,,1015,,,,,,,,,1015,,,,,,M06985,Accurate Screw,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43216,,,,
1410-G110-L2F1-S01-4A,,"CB,THRM,1P,4A,28 VDC,240 VAC,PCB MTG",US2407080000037,LAMBLK.14.8,,196,,,,,,,,,196,,,,,,M11722,E-T-A Engineering Technology,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2349,9.2266,USS site,,,,,45481,,,,
1410-G110-L2F1-S01-6.3A,,"CB,PC MT,6.3A",US2408080000018,LAMBLK.9.13,,50,,,,,,,,,50,,,,,,M11722,E-T-A Engineering Technology,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2222,10.41,USS site,,,,,45512,,,,
1410-L110-L1F1-S01-4A,,(CE/C4) CKT BREAKER 250V 4A TH,US2602180000035,QC INSPECT,,523,,,,,,,,,523,,,,,,M07840,E-T-A Elektrotechnische Apparate GmbH,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46071,,,,
1410-L110-L1F1-S01-6.3A,,"CB,6.3A,1P,24V,2,PC MOUNT,THERMAL",US2408080000029,LAMBLK.9.12,,100,,,,,,,,,100,,,,,,M11722,E-T-A Engineering Technology,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2312,7.95,USS site,,,,,45512,,,,
1410-L110-L1F1-S01-8A,,"CB,8A,PC MOUNT",US2408080000025,LAMBLK.11.19,,49,,,,,,,,,49,,,,,,M11722,E-T-A Engineering Technology,,W115,,Astute Electronics Inc. LAM STL,,,,USD,Inconclusive,7.07,USS site,,,,,45512,,,,
142-0701-501,,"CONN,COAX,SMA,RTANG,18GHZ,PCB MT, GOLD",US2407080000003,LAMBLK.2.9,788.1261,183,4.3067,,,,,,,,183,,,,45898,,M04062,Norcomp Inc,,W111,,Astute Electronics Inc. LAM 3PL,,,,USD,2352,4.3067,USS site,,,,,45481,,,,
1424241,,"CONN,RCPT,M8,B,5P,STRAIGHT,THRU HOLE",US2409240000016,LAMTY.7.7,489.44,38,12.88,,,,,,,,38,,,,46076,,M04392,Phoenix Contact,,W111,,Astute Electronics Inc. LAM 3PL,,,,USD,,12.88,USS site,,,,,45559,,,,
1430-16-19T-0,,1430-16-19T-0,US2507100000007,QC INSPECT,14.2,35.5,0.4,,,,,,,,335.5,,,,,,M00284,Allied Wire,,MAIN,,Astute Electronics Inc.,,,,USD,,0.4,USS site,,,,,45848,,,,
1430-16-19T-0,,1430-16-19T-0,US2507160000021,F08A01,36.3,100,0.363,,,,,,,,335.5,,,,,,M00284,Allied Wire,,MAIN,,Astute Electronics Inc.,,,,USD,,0.363,USS site,,,,,45854,,,,
1430-16-19T-0,,1430-16-19T-0,US2507170000020,F08A01,5198,200,25.99,,,,,,,,335.5,,,,,,M00284,Allied Wire,,MAIN,,Astute Electronics Inc.,,,,USD,,25.99,USS site,,,,,45855,,,,
1430-16-19T-5,,1430-16-19T-5,US2507100000006,QC INSPECT,14.2,35.5,0.4,,,,,,,,335.5,,,,,,M00284,Allied Wire,,MAIN,,Astute Electronics Inc.,,,,USD,,0.4,USS site,,,,,45848,,,,
1430-16-19T-5,,1430-16-19T-5,US2507160000022,F08A01,36.3,100,0.363,,,,,,,,335.5,,,,,,M00284,Allied Wire,,MAIN,,Astute Electronics Inc.,,,,USD,,0.363,USS site,,,,,45854,,,,
1430-16-19T-5,,1430-16-19T-5,US2507170000021,F08A01,5198,200,25.99,,,,,,,,335.5,,,,,,M00284,Allied Wire,,MAIN,,Astute Electronics Inc.,,,,USD,,25.99,USS site,,,,,45855,,,,
1430-16-19T-9,,1430-16-19T-9,US2507170000026,F08A01,4106.42,158,25.99,,,,,,,,158,,,,,,M00284,Allied Wire,,MAIN,,Astute Electronics Inc.,,,,USD,,25.99,USS site,,,,,45855,,,,
14302019T0,,1430-20-19T-0,US2502180000019,G03A03,,87.5,,,,,,,,,87.5,,,,,,M00608,Awc Wire,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,0.1829,USS site,,,,,45706,,,,
14302019T5,,1430-20-19T-5,US2502180000020,G03A03,,87.5,,,,,,,,,87.5,,,,,,M00608,Awc Wire,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,0.1829,USS site,,,,,45706,,,,
14302019T9,,1430-20-19T-9,US2502180000018,G03A03,,87.5,,,,,,,,,87.5,,,,,,M00608,Awc Wire,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,0.1829,USS site,,,,,45706,,,,
14B101Q2A-SXI,,NVSRAM,PX2312270000043,F01C03,,15,,,,,,,,,15,,,,,,M11887,Infineon,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45287,,,,
150105J250JE,,CAP FILM 1UF 5% 250VDC AXIAL,US2204280000020,G04B01,,2077,,,,,,,,,2153,,,,,,M01329,Cornell Dubilier,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1814, 1835, 1844",,USS site,,,,,44679,,,,
150105J250JE,,CAP FILM 1UF 5% 250VDC AXIAL,US2205200000037,G04B01,,20,,,,,,,,,2153,,,,,,M01329,Cornell Dubilier,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1814,,USS site,,,,,44701,,,,
150105J250JE,,CAP FILM 1UF 5% 250VDC AXIAL,US2205250000025,G04B01,,56,,,,,,,,,2153,,,,,,M01329,Cornell Dubilier,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44706,,,,
150D107X9020S2BE3,,CAPACITORS,PX2312290000130,F01C02,,49,,,,,,,,,49,,,,,,M11888,Vishay,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45289,,,,
15-18.72HY,,One 22nF 100wvdc capacitor and one 470nF,US2603020000025,LSQ,20292,76,267,,,,,117,,,117,,,,,,M04685,Quell Corporation,,MAIN,,Astute Electronics Inc.,,,,USD,,267,USS site,,,,,46083,,,,
15-18.72HY,,One 22nF 100wvdc capacitor and one 470nF,US2603020000026,LSQ,1335,5,267,,,,,117,,,117,,,,,,M04685,Quell Corporation,,MAIN,,Astute Electronics Inc.,,,,USD,,267,USS site,,,,,46083,,,,
15-18.72HY,,One 22nF 100wvdc capacitor and one 470nF,US2603060000008,LSQ,9612,36,267,,,,,117,,,117,,,,,,M04685,Quell Corporation,,MAIN,,Astute Electronics Inc.,,,,USD,,267,USS site,,,,,46087,,,,
15401,,15401(RA1540109) RoHS,US2205240000017,G06C02,,184,,,,,,,,,574,,,,46080,,M03630,Mec,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1917,,USS site,,,,,44705,,,,
15401,,15401(RA1540109) RoHS,US2205240000052,G01A01,,390,,,,,,,,,574,,,,46080,,M03630,Mec,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44705,,,,
15451,,15451(RA1545109) RoHS,US2205230000034,G06C02,,708,,,,,,,,,708,,,,45797,,M03630,Mec,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1907,,USS site,,,,,44704,,,,
1553019,,RCPT CONN;5-POSN M12 SHLD STR PCB MT-CON,US1906030000005,ATX31R,,400,,,,,,,,,1800,,,,,,M04392,Phoenix Contact,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43619,,,,
1553019,,RCPT CONN;5-POSN M12 SHLD STR PCB MT-CON,US1906030000004,ATX31R,,300,,,,,,,,,1800,,,,,,M04392,Phoenix Contact,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43619,,,,
1553019,,RCPT CONN;5-POSN M12 SHLD STR PCB MT-CON,US1906030000002,ATX31R,,400,,,,,,,,,1800,,,,,,M04392,Phoenix Contact,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43619,,,,
1553019,,RCPT CONN;5-POSN M12 SHLD STR PCB MT-CON,US1906030000003,ATX31R,,700,,,,,,,,,1800,,,,,,M04392,Phoenix Contact,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43619,,,,
1565917-4,,"CON,MEM,200P,RA,SMD",US0106180000027,ATX23L,,4050,,,,,,,,,4050,,,,45404,,M05724,TE Connectivity Ltd,,W104,,Astute Electronics Inc. ATX Excess,,,,,1816,,USS site,,,,,43252,,,,
