MPN,Original MPN,Manufacturer,Customer Program,Demand Qty,Life Cycle Status,MPN Risk,BOM Line Risk,Current Projected Stock,Current Stock Levels,Current Min Lead Days,Current Max Lead Days,Current Report Date,In Astute Stock,Astute Stock Qty,All Customer Programs
"GRM43ER72A225KA01L","GRM43ER72A225KA01L","Murata Electronics","Axiom PPV",268,"OBS","HIGH","HIGH",0,"",126,126,"6/17/2025","NO",,"Axiom PPV | Wabtec - 2025 Requirements"
"GRM43ER72A225KA01L","GRM43ER72A225KA01L","Murata Electronics","Wabtec - 2025 Requirements",1814,"NRND","HIGH","HIGH",0,"",120,126,"11/18/2025","NO",,"Axiom PPV | Wabtec - 2025 Requirements"
"GRM55DR72H334KW10L","GRM55DR72H334KW10L","Murata","P4Q 2nd BOM Request",134000,"NRND","HIGH","HIGH",0,"",112,112,"1/7/2026","NO",,"P4Q 2nd BOM Request"
"GS1D-LTP","GS1D-LTP","MCC (Micro Commercial Components)","Electronic List for Prospection",500000,"NRND","HIGH","HIGH",0,"",49,105,"9/10/2025","NO",,"Electronic List for Prospection"
"GSOT15C-HG3-08","GSOT15C-HG3-08","Vishay","Complete Obsolescence Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"",,,"12/31/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024)"
"GSOT36C-HT3-GS08","GSOT36C-GS08","Vishay","Complete Obsolescence Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"",,,"11/26/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024)"
"HCM1A1307V2-R47-R","HCM1A1307V2-R47-R","Eaton","Neolync - Hanwha NxMD",2000000,"OBS","HIGH","HIGH",0,"",84,179,"10/22/2025","NO",,"Neolync - Hanwha NxMD"
"HD04","HD04","Lite-On Electronics","Elite - Bid 2949",2,"OBS","HIGH","HIGH",0,"",,,"6/13/2025","NO",,"Elite - Bid 2949"
"HDSP-5523-GH000","HDSP-5523-GH000","Broadcom Limited","Wabtec - 2025 Requirements",526,"EOL","HIGH","HIGH",0,"",168,168,"11/18/2025","NO",,"Wabtec - 2025 Requirements"
"HF50ACC575018-T","HF50ACC575018T","TDK","DE Customer Quotes - Euro",16500,"OBS","HIGH","HIGH",0,"None",105,105,"5/13/2025","NO",,"DE Customer Quotes - Euro"
"HFA3127RZ","HFA3127RZ","Renesas / Intersil","MKS Instruments - RFQ May 2025 - Priority 1",5,"LTB","HIGH","HIGH",0,"",84,126,"7/8/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"HFA3127RZ","HFA3127RZ","Renesas / Intersil","MKS Instruments - RFQ May 2025 - Priority 1",5,"OBS","HIGH","HIGH",0,"",126,126,"1/13/2026","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"HFBR-2515BZ","HFBR-2515BZ","Broadcom / Avago","VVDN technologies - Mass Production",6800,"OBS","HIGH","HIGH",0,"None",140,140,"7/4/2025","NO",,"VVDN technologies - Mass Production"
"HFBR-2528Z","HFBR2528Z","Broadcom","DE Customer Quotes - USD",3000,"OBS","HIGH","HIGH",0,"None",140,693,"4/29/2025","NO",,"DE Customer Quotes - USD"
"HLMP-2500-FG000","HLMP-2500-FG000","Broadcom / Avago","Lee B - EPS Global",17840,"OBS","HIGH","HIGH",0,"",140,140,"6/16/2025","NO",,"Lee B - EPS Global"
"HMC703LP4E","HMC703LP4E","Analog Devices","Complete Obsolescence Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"None",630,630,"12/3/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM2024)"
"HMC703LP4E","HMC703LP4E","Analog Devices","Complete Obsolescene Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"",630,630,"11/6/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024) | Complete Obsolescene Management (MBDACOMM2024)"
"HMC976LP3ETR","HMC976LP3ETR","Analog Devices Inc.","228-FXIS-180924",165,"OBS","HIGH","HIGH",0,"None",,,"12/2/2025","NO",,"228-FXIS-180924"
"HSMP-3822-TR1G","HSMP-3822-TR1G","Avago Technologies","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"None",112,112,"10/3/2025","NO",,"Sonardyne Master Active Part List"
"HSMS-2814-TR1G","HSMS-2814-TR1G","Avago Technologies","Edinburgh Instruments - Final Master BOM",3,"OBS","HIGH","HIGH",0,"",112,112,"11/6/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - Multiple BOMS"
"HSMS-2814-TR1G","HSMS-2814-TR1G","Avago Technologies","Edinburgh Instruments - Master BOM List",3,"OBS","HIGH","HIGH",0,"",112,112,"11/3/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - Multiple BOMS"
"HSMS-2814-TR1G","HSMS-2814-TR1G","Avago Technologies","Edinburgh Instruments - Master BOM List",3,"OBS","HIGH","HIGH",0,"None",112,134,"5/19/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - Multiple BOMS"
"HSMS-2814-TR1G","HSMS-2814-TR1G","BROADCOM","Edinburgh Instruments - Multiple BOMS",3,"OBS","HIGH","HIGH",0,"None",134,134,"2/17/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - Multiple BOMS"
"ICM-20689","ICM-20689","TDK","Ascom - BOM 111111",5000,"OBS","HIGH","HIGH",0,"",182,999,"11/19/2025","NO",,"Ascom - BOM 111111"
"ICM7218AIJI","ICM7218AIJI","Renesas","Wabtec - 2025 Requirements",336,"OBS","HIGH","HIGH",0,"",358,358,"11/25/2025","NO",,"Wabtec - 2025 Requirements"
"IFLP4040DZERR50M01","IFLP4040DZERR50M01","Vishay","020525 GBP QCS2604 IMV Imaging",100,"OBS","HIGH","HIGH",0,"",997,997,"11/25/2025","NO",,"020525 GBP QCS2604 IMV Imaging | Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"IFLP4040DZERR50M01","IFLP4040DZERR50M01","Vishay","020525 GBP QCS2604 IMV Imaging",100,"OBS","HIGH","HIGH",0,"",997,997,"11/25/2025","NO",,"020525 GBP QCS2604 IMV Imaging | Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"IFLP4040DZERR50M01","IFLP4040DZERR50M01","Vishay / Dale","Connor Solutions - QCS2604 - IMV Imaging - Exapad",100,"OBS","HIGH","HIGH",0,"",997,997,"11/25/2025","NO",,"020525 GBP QCS2604 IMV Imaging | Connor Solutions - QCS2604 - IMV Imaging - Exapad"
"ILD1615-4","ILD1615-4","Vishay","Ayesas BOM Health",8,"OBS","HIGH","HIGH",0,"",28,42,"7/2/2025","NO",,"Ayesas BOM Health"
"ILQ74","ILQ74","Vishay","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",21,50,"7/17/2025","NO",,"AMS Neve - V2 18.06.2025"
"IPB80N06S2-H5","IPB80N06S2-H5","Infineon Technologies","Wabtec - 2025 Requirements",6120,"OBS","HIGH","HIGH",0,"",,,"9/23/2025","NO",,"Wabtec - 2025 Requirements"
"IPD180N10N3GBTMA1","IPD180N10N3 G","Infineon Technologies","Wabtec - 2025 Requirements",480,"OBS","HIGH","LOW",0,"",273,273,"9/23/2025","NO",,"Wabtec - 2025 Requirements"
"IPD60R600C6","IPD60R600C6","Infineon Technologies","Wabtec - 2025 Requirements",600,"OBS","HIGH","HIGH",0,"None",,,"5/27/2025","NO",,"Wabtec - 2025 Requirements"
"IPD70P04P4-09","IPD70P04P4-09","Infineon Technologies","Veoneer Safety Systems",10000,"EOL","HIGH","HIGH",0,"",,,"8/18/2025","NO",,"Veoneer Safety Systems"
"IPP530N15N3 G","IPP530N15N3 G","Infineon Technologies","Axiom PPV",360,"OBS","HIGH","HIGH",0,"",,,"6/17/2025","NO",,"Axiom PPV"
"IRF2805STRLPBF","IRF2805STRLPBF","Infineon Technologies","Wabtec - 2025 Requirements",1212,"OBS","HIGH","HIGH",0,"",70,84,"9/16/2025","NO",,"Wabtec - 2025 Requirements"
"IRF2805STRLPBF","IRF2805STRLPBF","Infineon Technologies","Wabtec - 2025 Requirements",1212,"OBS","HIGH","HIGH",307,"Tier 3",3,78,"1/13/2026","NO",,"Wabtec - 2025 Requirements"
"IRF4905SPBF","IRF4905SPBF","Infineon Technologies","DE OT RFQ 2024",50,"OBS","HIGH","HIGH",158,"Tier 3",120,364,"1/14/2026","NO",,"DE OT RFQ 2024"
"IRF540NS","IRF540NS","Infineon Technologies","HR SMITH Transistor Enquiry - Health Check",1000,"OBS","HIGH","HIGH",0,"",,,"9/4/2025","NO",,"HR SMITH Transistor Enquiry - Health Check | HR Smith - BOM Health and ADAPT"
"IRF540NS","IRF540NS","Infineon Technologies","HR Smith - BOM Health and ADAPT",200,"OBS","HIGH","HIGH",0,"",,,"9/4/2025","NO",,"HR SMITH Transistor Enquiry - Health Check | HR Smith - BOM Health and ADAPT"
"IRF7301","IRF7301","International Rectifier HiRel Products","Wabtec - 2025 Requirement",1050,"OBS","HIGH","HIGH",0,"None",,,"1/4/2025","NO",,"Wabtec - 2025 Requirement | Wabtec - 2025 Requirements"
"IRF7301","IRF7301","International Rectifier HiRel Products","Wabtec - 2025 Requirements",1050,"OBS","HIGH","HIGH",0,"",,,"11/4/2025","NO",,"Wabtec - 2025 Requirement | Wabtec - 2025 Requirements"
"IRF7301TRPBF","IRF7301TRPBF","Infineon Technologies","DE OT RFQ 2024",1000,"OBS","HIGH","HIGH",0,"",273,281,"11/5/2025","NO",,"DE OT RFQ 2024 | Wabtec - 2025 Requirement | Wabtec - 2025 Requirements"
"IRF7301TRPBF","IRF7301TRPBF","Infineon Technologies","Wabtec - 2025 Requirement",528,"OBS","HIGH","HIGH",0,"None",273,281,"1/4/2025","NO",,"DE OT RFQ 2024 | Wabtec - 2025 Requirement | Wabtec - 2025 Requirements"
"IRF7301TRPBF","IRF7301TRPBF","Infineon Technologies","Wabtec - 2025 Requirements",528,"OBS","HIGH","HIGH",0,"",273,281,"11/4/2025","NO",,"DE OT RFQ 2024 | Wabtec - 2025 Requirement | Wabtec - 2025 Requirements"
"IRF7306TR","IRF7306TR","Infineon Technologies","Wabtec - 2025 Requirement",2004,"OBS","HIGH","HIGH",0,"None",,,"1/4/2025","NO",,"Wabtec - 2025 Requirement"
"IRF7316","IRF7316","Infineon Technologies","Wabtec - 2025 Requirements",4999,"OBS","HIGH","HIGH",0,"None",,,"5/13/2025","NO",,"Wabtec - 2025 Requirements"
"IRF7316PBF","IRF7316PBF","Infineon Technologies","Wabtec - 2025 Requirements",2400,"OBS","HIGH","HIGH",0,"",287,686,"11/11/2025","NO",,"ABB - 7300217"
"IRF7316PBF","IRF7316PBF","International Rectifier HiRel Products","Petards - Innotrans",3,"OBS","HIGH","HIGH",0,"",287,686,"11/6/2025","NO",,"Petards - Innotrans | Wabtec - 2025 Requirements"
"IRF7341","IRF7341","International Rectifier HiRel Products","Wabtec - 2025 Requirements",15126,"OBS","HIGH","HIGH",0,"",,,"10/14/2025","NO",,"Petards - Innotrans | Wabtec - 2025 Requirements"
"IRF7342PBF","IRF7342","Infineon Technologies","Wabtec - 2025 Requirements",240,"OBS","HIGH","HIGH",0,"",127,686,"1/6/2026","NO",,"Wabtec - 2025 Requirements"
"IRF7342PBF","IRF7342","Infineon Technologies","Wabtec - 2025 Requirements",240,"OBS","HIGH","HIGH",0,"",127,686,"7/1/2025","NO",,"Wabtec - 2025 Requirements"
"IRF7343PBF","IRF7343PBF","INFINEON","INGETEAM BOM Health Analysis",20000,"OBS","HIGH","HIGH",0,"",85,273,"10/15/2025","NO",,"Wabtec - 2025 Requirements"
"IRF7343PBF","IRF7343PBF","INFINEON","INGETEAM BOM Health Analysis",20000,"OBS","HIGH","HIGH",0,"",85,273,"6/25/2025","NO",,"INGETEAM BOM Health Analysis"
"IRF7343PBF","IRF7343PBF","Infineon Technologies","INGETEAM BOM Health Analysis",20000,"OBS","HIGH","HIGH",0,"",273,273,"12/17/2025","NO",,"INGETEAM BOM Health Analysis"
"IRF7413TRPBF","IRF7413TRPBF","Infineon Technologies","Axiom PPV",134,"OBS","HIGH","HIGH",0,"",91,700,"10/14/2025","NO",,"INGETEAM BOM Health Analysis"
"IRF7450PBF","IRF7450PBF","Infineon Technologies","Wabtec - 2025 Requirements",266,"OBS","HIGH","HIGH",0,"",273,273,"10/14/2025","NO",,"Axiom PPV"
"IRF7450PBF","IRF7450PBF","Infineon Technologies","Wabtec - 2025 Requirements",266,"OBS","HIGH","HIGH",0,"None",273,273,"5/20/2025","NO",,"Wabtec - 2025 Requirements"
"IRF7450PBF","IRF7450PbF","Infineon Technologies","Wabtec - 2025 Requirements",4202,"OBS","HIGH","HIGH",0,"",273,273,"10/14/2025","NO",,"Wabtec - 2025 Requirements"
"IRF7450PBF","IRF7450PbF","Infineon Technologies","Wabtec - 2025 Requirements",4202,"OBS","HIGH","HIGH",0,"None",273,273,"5/20/2025","NO",,"Wabtec - 2025 Requirements"
"IRF7473TRPBF","IRF7473TR-PBF","Infineon Technologies","Wabtec - 2025 Requirements",4000,"OBS","HIGH","HIGH",0,"",84,84,"9/23/2025","NO",,"Wabtec - 2025 Requirements"
"IRF7473TRPBF","IRF7473TR-PBF","Infineon Technologies","Wabtec - 2025 Requirements",4000,"OBS","HIGH","HIGH",0,"",84,84,"9/23/2025","NO",,"Wabtec - 2025 Requirements"
"IRF7815PBF","IRF7815PBF","Infineon","John McCarthy - Keeler - KMB-V14B",1,"OBS","HIGH","HIGH",0,"None",686,686,"5/23/2025","NO",,"Wabtec - 2025 Requirements"
"IRF7832PBF","IRF7832PBF","INFINEON","BAE Rochester - EST0458 AJT LITEHUD SPARES",250,"OBS","HIGH","HIGH",0,"",127,273,"6/30/2025","NO",,"John McCarthy - Keeler - KMB-V14B"
"IRF9540NSPBF","IRF9540NS-PBF","Infineon Technologies","Wabtec - 2025 Requirements",800,"OBS","HIGH","LOW",0,"",127,364,"11/25/2025","NO",,"BAE Rochester - EST0458 AJT LITEHUD SPARES"
"IRF9540NSPBF","IRF9540NS-PBF","Infineon Technologies","Wabtec - 2025 Requirements",800,"OBS","HIGH","LOW",0,"",127,364,"8/19/2025","NO",,"Wabtec - 2025 Requirements"
"IRF9956TRPBF","IRF9956TRPBF","Infineon Technologies","Wabtec - 2025 Requirements",128,"OBS","HIGH","HIGH",0,"",78,78,"12/23/2025","NO",,"Wabtec - 2025 Requirements"
"IRF9956TRPBF","IRF9956TRPBF","Infineon Technologies","Wabtec - 2025 Requirements",128,"OBS","HIGH","HIGH",0,"",84,84,"9/2/2025","NO",,"Wabtec - 2025 Requirements"
"IRFBC40AS","IRFBC40AS","Vishay","Electronics - Semiconductors and Passives",1129,"OBS","HIGH","HIGH",0,"",49,49,"11/19/2025","NO",,"Wabtec - 2025 Requirements"
"IRFD120","IRFD120","Vishay","Wabtec - 2025 Requirements",1576,"OBS","HIGH","HIGH",0,"",77,77,"12/2/2025","NO",,"Electronics - Semiconductors and Passives"
"IRFD120","IRFD120","Vishay","Wabtec - 2025 Requirements",1576,"OBS","HIGH","HIGH",0,"",77,77,"7/29/2025","NO",,"Wabtec - 2025 Requirements"
"IRFD220","IRFD220","onsemi / Fairchild","Wabtec - 2025 Requirements",180,"OBS","HIGH","HIGH",0,"",7,84,"10/21/2025","NO",,"Wabtec - 2025 Requirements"
"IRFD220PBF","IRFD220PBF.","Vishay","Wabtec - 2025 Requirements",180,"OBS","HIGH","LOW",0,"",98,126,"6/24/2025","NO",,"Wabtec - 2025 Requirements"
"IRFD9120PBF","IRFD9120PBF","Vishay","Wabtec - 2025 Requirements",310,"OBS","HIGH","HIGH",0,"",98,6993,"11/4/2025","NO",,"Wabtec - 2025 Requirements"
"IRFP250","IRFP250","Vishay","Wabtec - 2025 Requirements",12904,"OBS","HIGH","HIGH",0,"",91,91,"9/16/2025","NO",,"Wabtec - 2025 Requirements"
"IRFP250","IRFP250","Vishay","Wabtec - 2025 Requirements",12904,"OBS","HIGH","HIGH",0,"",91,91,"9/16/2025","NO",,"Wabtec - 2025 Requirements"
"IRFP250N","IRFP250N","Infineon Technologies","Wabtec - 2025 Requirements",12904,"OBS","HIGH","HIGH",0,"",,,"9/16/2025","NO",,"Wabtec - 2025 Requirements"
"IRFP250N","IRFP250N","Infineon Technologies","Wabtec - 2025 Requirements",324,"OBS","HIGH","HIGH",0,"",,,"9/16/2025","NO",,"Wabtec - 2025 Requirements"
"IRFP350","IRFP350","Vishay","Wabtec - 2025 Requirements",774,"OBS","HIGH","HIGH",0,"",,,"12/23/2025","NO",,"Wabtec - 2025 Requirements"
"IRFP350","IRFP350","Vishay","Wabtec - 2025 Requirements",774,"OBS","HIGH","HIGH",0,"",,,"12/23/2025","NO",,"Wabtec - 2025 Requirements"
"IRFP350","IRFP350","Vishay","Wabtec - 2025 Requirements",774,"OBS","HIGH","HIGH",0,"",,,"12/23/2025","NO",,"Wabtec - 2025 Requirements"
"IRFR120NPBF","IRFR120N-PBF","Infineon Technologies","Wabtec - 2025 Requirements",2500,"OBS","HIGH","LOW",0,"None",127,273,"4/29/2025","NO",,"Wabtec - 2025 Requirements"
"IRFR120NPBF","IRFR120N-PBF","Infineon Technologies","Wabtec - 2025 Requirements",2500,"OBS","HIGH","LOW",0,"None",273,273,"10/6/2025","NO",,"Wabtec - 2025 Requirements"
"IRFR220NPBF","IRFR220N-PBF","Infineon Technologies","Wabtec - 2025 Requirements",3000,"OBS","HIGH","LOW",0,"",378,686,"11/11/2025","NO",,"Wabtec - 2025 Requirements"
"IRFR3410PBF","IRFR3410PBF","Infineon Technologies","BOM Analysis Test",5000,"OBS","HIGH","LOW",0,"",127,273,"10/20/2025","NO",,"Wabtec - 2025 Requirements"
"IRFR3410PBF","IRFR3410PBF","Infineon Technologies","BOM Analysis Test",5000,"OBS","HIGH","LOW",0,"None",127,273,"3/31/2025","NO",,"BOM Analysis Test | Wabtec - 2025 Requirement | Wabtec - 2025 Requirements"
"IRFR3410PBF","IRFR3410PBF","Infineon Technologies","Wabtec - 2025 Requirement",5223,"OBS","HIGH","HIGH",0,"None",127,273,"1/4/2025","NO",,"BOM Analysis Test | Wabtec - 2025 Requirement | Wabtec - 2025 Requirements"
"IRFR3410PBF","IRFR3410PBF","Infineon Technologies","Wabtec - 2025 Requirements",5223,"OBS","HIGH","HIGH",0,"",127,273,"10/14/2025","NO",,"BOM Analysis Test | Wabtec - 2025 Requirement | Wabtec - 2025 Requirements"
"IRFR5305PBF","IRFR5305PBF","IR - ASA only Supplier","Edinburgh Instruments - Final Master BOM",1,"OBS","HIGH","HIGH",0,"",127,273,"11/6/2025","NO",,"BOM Analysis Test | Wabtec - 2025 Requirement | Wabtec - 2025 Requirements"
"IRFR5305PBF","IRFR5305PBF","IR - ASA only Supplier","Edinburgh Instruments - Final Master BOM",1,"OBS","HIGH","HIGH",0,"",127,273,"8/21/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"IRFR5305PBF","IRFR5305PBF","IR - ASA only Supplier","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",127,273,"11/3/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"IRFR5305PBF","IRFR5305PBF","IR - ASA only Supplier","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",127,273,"8/18/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"IRFR9024NPBF","IRFR9024NPBF","INFINEON","HR SMITH Transistor Enquiry - Health Check",1000,"OBS","HIGH","HIGH",0,"None",127,273,"2/4/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"IRFR9024NPBF","IRFR9024NPBF","Infineon Technologies","HR SMITH Transistor Enquiry - Health Check",1000,"OBS","HIGH","HIGH",0,"",127,273,"10/16/2025","NO",,"HR SMITH Transistor Enquiry - Health Check"
"IRFS38N20DPBF","IRFS38N20DPBF","Infineon Technologies","DE OT RFQ 2024",150,"OBS","HIGH","HIGH",0,"None",686,686,"5/14/2025","NO",,"HR SMITH Transistor Enquiry - Health Check"
"IRFS4227PBF","IRFS4227PBF","Infineon Technologies","Wabtec - 2025 Requirements",2400,"OBS","HIGH","HIGH",0,"",127,364,"12/2/2025","NO",,"DE OT RFQ 2024"
"IRFS4227PBF","IRFS4227PBF","Infineon Technologies","Wabtec - 2025 Requirements",2400,"OBS","HIGH","HIGH",0,"None",364,364,"5/13/2025","NO",,"Wabtec - 2025 Requirements"
"IRFS4310TRLPBF","IRFS4310TRLPBF","Infineon Technologies","OT RFQ 17.03.2025 - 21.03.2025",500,"OBS","HIGH","HIGH",0,"",84,98,"12/22/2025","NO",,"Wabtec - 2025 Requirements"
"IRG4PH50KDPBF","IRG4PH50KDPBF","Infineon Technologies","OT RFQ 24.03.2025 - 28.03.2025",17,"OBS","HIGH","HIGH",0,"",373,373,"11/26/2025","NO",,"OT RFQ 17.03.2025 - 21.03.2025"
"IRG4PH50KDPBF","IRG4PH50KDPBF","Infineon Technologies","OT RFQ 24.03.2025 - 28.03.2025",25,"OBS","HIGH","HIGH",0,"",373,373,"11/26/2025","NO",,"OT RFQ 24.03.2025 - 28.03.2025 | OT RFQ 27.01.2025 - 17.03.2025"
"IRG4PH50KDPBF","IRG4PH50KDPBF","Infineon Technologies","OT RFQ 27.01.2025 - 17.03.2025",30,"OBS","HIGH","HIGH",0,"",373,373,"11/24/2025","NO",,"OT RFQ 24.03.2025 - 28.03.2025 | OT RFQ 27.01.2025 - 17.03.2025"
"IRGP4066DPBF","IRGP4066DPBF","Infineon Technologies","OT RFQ 27.01.2025 - 17.03.2025",10000,"OBS","HIGH","HIGH",0,"",,,"12/1/2025","NO",,"OT RFQ 24.03.2025 - 28.03.2025 | OT RFQ 27.01.2025 - 17.03.2025"
"IRL3705ZSPBF","IRL3705ZSPBF","Infineon Technologies","Edinburgh Instruments - Final Master BOM",1,"OBS","HIGH","HIGH",0,"",273,273,"9/11/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"IRL3705ZSPBF","IRL3705ZSPBF","Infineon Technologies","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",273,273,"9/15/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"IRL3705ZSPBF","IRL3705ZSPBF","Infineon Technologies","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"None",273,273,"5/12/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"IRLL014NPBF","IRLL014NPbF","Infineon Technologies","",1,"OBS","HIGH","HIGH",0,"",127,273,"7/31/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"IRLL024NPBF","IRLL024NPBF","Infineon Technologies","Wabtec - 2025 Requirements",3200,"OBS","HIGH","HIGH",0,"",273,358,"10/21/2025","NO",,""
"IRLL3303PBF","IRLL3303PBF","Infineon Technologies","HWM Component Tender File",600,"OBS","HIGH","HIGH",0,"",273,273,"10/7/2025","NO",,"Wabtec - 2025 Requirements"
"IRLL3303PBF","IRLL3303PBF","Infineon Technologies","HWM Component Tender File",600,"OBS","HIGH","HIGH",0,"",273,273,"7/8/2025","NO",,"HWM Component Tender File"
"IRLML6402PBF","IRLML6402PBF","Infineon / IR","HR Smith - BOM Check - PLB A",1,"EOL","HIGH","HIGH",0,"",,,"1/15/2026","NO",,"HWM Component Tender File"
"IRLML6402PBF","IRLML6402PBF","Infineon / IR","QPE - CASC002",1,"EOL","HIGH","HIGH",0,"",,,"1/15/2026","NO",,"HR SMITH Transistor Enquiry - Health Check | HR Smith - BOM Check - PLB A | HR Smith - BOM Health and ADAPT | Part List 2 - HR Smith | QPE - CASC002 | QPE - CASC004 | QPE - CASC017"
"IRLML6402PBF","IRLML6402PBF","Infineon / IR","QPE - CASC004",1,"EOL","HIGH","HIGH",0,"",,,"1/15/2026","NO",,"HR SMITH Transistor Enquiry - Health Check | HR Smith - BOM Check - PLB A | HR Smith - BOM Health and ADAPT | Part List 2 - HR Smith | QPE - CASC002 | QPE - CASC004 | QPE - CASC017"
"IRLML6402PBF","IRLML6402PBF","Infineon / IR","QPE - CASC017",1,"OBS","HIGH","HIGH",0,"",,,"1/15/2026","NO",,"HR SMITH Transistor Enquiry - Health Check | HR Smith - BOM Check - PLB A | HR Smith - BOM Health and ADAPT | Part List 2 - HR Smith | QPE - CASC002 | QPE - CASC004 | QPE - CASC017"
"IRLML6402PBF","IRLML6402PbF","Infineon / IR","HR SMITH Transistor Enquiry - Health Check",1000,"OBS","HIGH","HIGH",0,"",,,"1/15/2026","NO",,"HR SMITH Transistor Enquiry - Health Check | HR Smith - BOM Check - PLB A | HR Smith - BOM Health and ADAPT | Part List 2 - HR Smith | QPE - CASC002 | QPE - CASC004 | QPE - CASC017"
"IRLML6402PBF","IRLML6402PbF","Infineon / IR","HR Smith - BOM Health and ADAPT",31000,"EOL","HIGH","HIGH",0,"",,,"1/15/2026","NO",,"HR SMITH Transistor Enquiry - Health Check | HR Smith - BOM Check - PLB A | HR Smith - BOM Health and ADAPT | Part List 2 - HR Smith | QPE - CASC002 | QPE - CASC004 | QPE - CASC017"
"IRLML6402PBF","IRLML6402PbF","Infineon / IR","Part List 2 - HR Smith",1000,"OBS","HIGH","HIGH",0,"",,,"1/15/2026","NO",,"HR SMITH Transistor Enquiry - Health Check | HR Smith - BOM Check - PLB A | HR Smith - BOM Health and ADAPT | Part List 2 - HR Smith | QPE - CASC002 | QPE - CASC004 | QPE - CASC017"
"IRLR3110ZPBF","IRLR3110ZPBF","INFINEON","Electronics - Semiconductors and Passives",157714,"OBS","HIGH","HIGH",0,"",127,686,"12/3/2025","NO",,"HR SMITH Transistor Enquiry - Health Check | HR Smith - BOM Check - PLB A | HR Smith - BOM Health and ADAPT | Part List 2 - HR Smith | QPE - CASC002 | QPE - CASC004 | QPE - CASC017"
"IRS2113SPBF","IRS2113SPBF","Infineon Technologies","Wabtec - 2025 Requirements",1945,"OBS","HIGH","LOW",0,"",273,273,"9/2/2025","NO",,"Electronics - Semiconductors and Passives"
"IRS2113SPBF","IRS2113SPBF","Infineon Technologies","Wabtec - 2025 Requirements",257,"OBS","HIGH","LOW",0,"",273,273,"9/2/2025","NO",,"Wabtec - 2025 Requirements"
"IRS21271SPBF","IRS21271SPBF","Infineon Technologies","Wabtec - 2025 Requirements",599,"OBS","HIGH","HIGH",0,"",182,287,"10/7/2025","NO",,"Wabtec - 2025 Requirements"
"IRS21271SPBF","IRS21271SPBF","Infineon Technologies","Wabtec - 2025 Requirements",599,"OBS","HIGH","HIGH",0,"",182,287,"7/15/2025","NO",,"Wabtec - 2025 Requirements"
"IS21ES08GA-JCLI-TR","IS21ES08GA-JCLI-TR","ISSI","CPJG - RFQ 04.04.2025",7200,"EOL","HIGH","HIGH",0,"",70,364,"1/12/2026","NO",,"Wabtec - 2025 Requirements"
"IS25LQ040B-JNLE","IS25LQ040B-JNLE","INTEGRATED SILICON SOLUTION / ISSI","Axiom PPV",2378,"OBS","HIGH","HIGH",0,"",92,280,"12/30/2025","NO",,"CPJG - RFQ 04.04.2025"
"IS25LQ040B-JNLE","IS25LQ040B-JNLE","INTEGRATED SILICON SOLUTION / ISSI","Axiom PPV",2378,"OBS","HIGH","HIGH",0,"",92,280,"8/19/2025","NO",,"Axiom PPV | INGETEAM BOM Health Analysis"
